country_code,country_name,year,remittance_cost_pct,source_engine
694,Sierra Leone,2011,8.05,un_sdg_api
694,Sierra Leone,2015,5.25,un_sdg_api
694,Sierra Leone,2017,8.31,un_sdg_api
694,Sierra Leone,2018,10.35,un_sdg_api
694,Sierra Leone,2019,11.26,un_sdg_api
694,Sierra Leone,2020,9.82,un_sdg_api
694,Sierra Leone,2021,8.37,un_sdg_api
694,Sierra Leone,2022,8.46,un_sdg_api
694,Sierra Leone,2023,6.86,un_sdg_api
706,Somalia,2011,8.97,un_sdg_api
706,Somalia,2015,6.51,un_sdg_api
706,Somalia,2017,8.42,un_sdg_api
706,Somalia,2018,7.32,un_sdg_api
706,Somalia,2019,8.09,un_sdg_api
706,Somalia,2020,8.5,un_sdg_api
706,Somalia,2021,8.1,un_sdg_api
706,Somalia,2022,7.08,un_sdg_api
706,Somalia,2023,6.72,un_sdg_api
710,South Africa,2011,8.03,un_sdg_api
710,South Africa,2015,8.98,un_sdg_api
710,South Africa,2017,8.07,un_sdg_api
710,South Africa,2018,8.1,un_sdg_api
710,South Africa,2019,7.54,un_sdg_api
710,South Africa,2020,8.14,un_sdg_api
710,South Africa,2021,8.21,un_sdg_api
710,South Africa,2022,6.68,un_sdg_api
710,South Africa,2023,7.17,un_sdg_api
728,South Sudan,2017,9.66,un_sdg_api
728,South Sudan,2018,9.45,un_sdg_api
728,South Sudan,2019,9.16,un_sdg_api
728,South Sudan,2020,8.91,un_sdg_api
728,South Sudan,2021,7.52,un_sdg_api
728,South Sudan,2022,10.11,un_sdg_api
728,South Sudan,2023,8.48,un_sdg_api
144,Sri Lanka,2011,5.59,un_sdg_api
144,Sri Lanka,2015,5.57,un_sdg_api
144,Sri Lanka,2017,5.25,un_sdg_api
144,Sri Lanka,2018,4.49,un_sdg_api
144,Sri Lanka,2019,4.44,un_sdg_api
144,Sri Lanka,2020,4.48,un_sdg_api
144,Sri Lanka,2021,3.8,un_sdg_api
144,Sri Lanka,2022,4.22,un_sdg_api
144,Sri Lanka,2023,5.04,un_sdg_api
275,State of Palestine,2017,7.29,un_sdg_api
275,State of Palestine,2018,6.31,un_sdg_api
275,State of Palestine,2019,6.09,un_sdg_api
275,State of Palestine,2020,6.22,un_sdg_api
275,State of Palestine,2021,3.51,un_sdg_api
275,State of Palestine,2022,3.33,un_sdg_api
275,State of Palestine,2023,3.55,un_sdg_api
202,Sub-Saharan Africa,2011,12.41,un_sdg_api
202,Sub-Saharan Africa,2015,9.78,un_sdg_api
202,Sub-Saharan Africa,2017,9.19,un_sdg_api
202,Sub-Saharan Africa,2018,8.96,un_sdg_api
202,Sub-Saharan Africa,2019,9.02,un_sdg_api
202,Sub-Saharan Africa,2020,8.46,un_sdg_api
202,Sub-Saharan Africa,2021,8.29,un_sdg_api
202,Sub-Saharan Africa,2022,8.5,un_sdg_api
202,Sub-Saharan Africa,2023,7.36,un_sdg_api
729,Sudan,2017,4.9,un_sdg_api
729,Sudan,2018,7.08,un_sdg_api
729,Sudan,2019,8.57,un_sdg_api
